#,Name,%Complete,AvgTime,Std,NoObs
0,ModRepeat_forest_0,20.0,453.0,0.0,372.0
1,ModRepeat_forest_1,20.0,990.0,0.0,1070.0
2,ModRepeat_forest_2,0.0,0.0,0.0,116.0
3,ModRepeat_forest_3,0.0,0.0,0.0,596.0
4,ModRepeat_forest_4,0.0,0.0,0.0,205.0
5,ModRepeat_forest_5,20.0,399.0,0.0,403.0
6,ModRepeat_forest_6,40.0,599.5,49.5,800.0
7,ModRepeat_forest_7,40.0,531.5,20.5,477.0
8,ModRepeat_forest_8,0.0,0.0,0.0,109.0
9,ModRepeat_forest_9,0.0,0.0,0.0,109.0
