#,Name,%Complete,AvgTime,Std,NoObs
0,SapForestDist_1,96.0,418.5208333333333,31.35448504821741,373.0
1,SapForestVel_1,95.0,927.8210526315789,180.07466164708742,883.0
2,SapForestSteer_1,90.0,575.5888888888888,88.21915821715378,520.0
