#,Name,%Complete,AvgTime,Std,NoObs
0,Follow the Forest Gap,96.0,430.4791666666667,44.50537869335445,373.0
1,Oracle Path Follower,100.0,386.51,32.957698645384816,372.0
2,EndForest_2,93.0,447.96774193548384,43.38634927604874,372.0
3,ModForest_2,89.0,471.8314606741573,62.576018660103145,384.0
4,SapForest_2,95.0,455.7894736842105,41.61474807826822,381.0
