#,Name,%Complete,AvgTime,Std,NoObs
0,Follow the Forest Gap,100.0,426.7,57.59001649591706,373.0
1,Oracle Path Follower,100.0,403.2,54.93596272024365,372.0
2,Navforest_1,0.0,0.0,0.0,158.0
3,ModForest_1,0.0,0.0,0.0,109.0
4,SapForest_1,0.0,0.0,0.0,158.0
